# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8526840472484365,2.706342848583134,0.01299566410748622,0,1.0,0.03682526229819584,180.0,0.0,0.0
 0.15524588552062119,1.8647346894239987,2.7063455818752193,0.01299566410748622,0.15524588552062116,0.9999999999999998,0.03682526229819584,180.0,0.39424587292067925,0.0
 0.2200070083883241,1.87688558606135,2.706353752518405,0.03852746952378712,0.2200070083883241,1.0000000000000004,0.03564523858129563,180.0,0.49836417913069986,0.0
 0.2700042801327433,1.8891351923264879,2.7063673166630853,0.06344431881546914,0.2700042801327433,1.0,0.03452282235322728,180.0,0.5737380576970935,0.0
 0.31240339687899027,1.9014819633854094,2.7063862304596547,0.08777030570553318,0.3124033968789903,1.0000000000000013,0.03345454276878019,180.0,0.6323828316927796,0.0
 0.34997244400564553,1.9139243544041118,2.7064104500585078,0.11152832611148691,0.3499724440056456,1.0,0.03243718072396084,180.0,0.6796072564063269,0.0
 0.38412720963613445,1.9264608205485925,2.706439931610038,0.13474015267482461,0.3841272096361345,1.0,0.0314677484843944,180.0,0.7183958557507344,0.0
 0.4157063884480985,1.9390898169848485,2.706474631264641,0.15742650386135096,0.41570638844809854,1.0,0.03054347039856207,180.0,0.7506514929122002,9.61867336157539e-13
 0.4452548598037668,1.9518097988788772,2.70651450517271,0.17960710799775675,0.44525485980376683,1.0,0.029661765281411675,180.00000000000003,0.7776866729490565,-1.018877863190256e-12
 0.4731499691757689,1.964619221396676,2.70655950948464,0.20130076279681913,0.47314996917576896,1.0,0.028820230203721865,180.0,0.8004568254571556,0.0
 0.49966561267446663,1.9775165397042418,2.7066096003508253,0.22252539061674037,0.4996656126744667,1.0,0.028016627249779512,180.0,0.8196851923196081,0.0
 0.5250079019719143,1.9905002089675718,2.70666473392166,0.2432980898933379,0.5250079019719144,1.0000000000000022,0.027248870081363244,180.0,0.835935677085261,0.0
 0.5493364402541233,2.0035686843526634,2.706724866347539,0.263635183014771,0.5493364402541234,1.0,0.026515011597089713,180.0,0.8496581883928672,0.0
 0.5727777230741065,2.0167204210255143,2.706789953778855,0.2835522609092027,0.5727777230741066,1.0,0.02581323407215701,180.0,0.8612183414895581,1.2544763681450216e-12
 0.5954339565051362,2.029953874152121,2.706859952366005,0.30306422468907446,0.5954339565051363,1.0,0.025141838541307887,180.00000000000003,0.8709177210812589,-1.2945369649278344e-12
 0.617389072658956,2.043267498898481,2.706934818259381,0.32218532441583353,0.6173890726589563,1.000000000000005,0.02449923569517493,180.0,0.8790081934904931,0.0
 0.6387129592256542,2.0566597504305917,2.7070145076093786,0.3409291954250231,0.6387129592256544,1.0,0.023883939037413694,180.0,0.8857022923613883,0.0
 0.6594645107717937,2.07012908391445,2.7070989765663915,0.35930889219949436,0.6594645107717939,1.0,0.023294555542770393,180.0,0.8911809489054405,0.0
 0.6796938793712143,2.083673954516054,2.7071881812808143,0.3773369201036839,0.6796938793712145,1.0,0.022729779963127545,180.0,0.8955993596922124,-1.4390529351350002e-12
 0.6994441670336606,2.0972928174014,2.707282077903042,0.39502526508790786,0.6994441670336609,1.0,0.02218838803429848,179.99999999999997,0.8990915217493881,1.4719751002223526e-12
 0.7187527201648316,2.110984127736485,2.707380622583468,0.4123854215053913,0.7187527201648318,1.0,0.021669231454010136,180.0,0.9017737956621803,0.0
 0.7376521346436425,2.1247463406873077,2.707483771472487,0.4294284182357414,0.7376521346436428,1.0,0.02117123120326594,180.0,0.9037477375481422,0.0
 0.7561710467549587,2.1385779114198638,2.707591480720494,0.44616484315819627,0.7561710467549589,1.0,0.020693373866906117,180.0,0.905102382972774,0.0
 0.7743347631511127,2.1524772951001516,2.707703706477882,0.4626048661519969,0.7743347631511129,1.0,0.020234706277837595,180.0,0.9059161068233235,1.5939488280200607e-12
 0.7921657680935413,2.166442946894168,2.7078204048950463,0.4787582607301893,0.7921657680935416,1.0,0.019794331943415483,180.00000000000003,0.9062581489980313,-1.6223948308399346e-12
 0.8096841359347959,2.1804733219679098,2.707941532122381,0.4946344243434713,0.8096841359347962,1.0,0.019371407529094702,180.0,0.9061898833544961,-1.6501479888697948e-12
 0.8269078695769345,2.1945668754873746,2.7080670443102806,0.5102423975235698,0.8269078695769347,1.0,0.018965138602784832,179.99999999999997,0.9057658759355005,0.0
 0.843853180488845,2.20872206261856,2.7081968976091395,0.5255908819046957,0.8438531804888452,1.0,0.01857477588904962,179.99999999999997,0.905034774346069,3.4075638851833748e-12
 0.8605347221344681,2.2229373385274624,2.708331048169352,0.5406882571836868,0.8605347221344684,1.0,0.01819961415661641,180.00000000000003,0.9040400641785051,-1.7297546762372597e-12
 0.8769657859268377,2.2372111583800804,2.708469452141312,0.5555425971490617,0.8769657859268379,1.0,0.01783898748996178,180.0,0.9028207099329365,0.0
 0.8931584667897723,2.2515419773424097,2.708612065675414,0.5701616847814538,0.8931584667897725,1.0,0.017492268232169022,180.0,0.9014117058761262,0.0
 0.9091238038816465,2.265928250580448,2.7087588449220528,0.5845530265243275,0.9091238038816467,1.0,0.017158863580635664,180.0,0.8998445490698905,0.0
 0.9248719008759089,2.2803684332601937,2.708909746031623,0.5987238657628385,0.9248719008759092,1.000000000000007,0.016838213776165713,180.0,0.8981476485371522,0.0
